id,chamber,cid,calendar_year,report_type,liability_spouse_joint_dep,creditor,orgname,ulorg,realcode,source,type_of_liability,liability_loc,liability_date,liability_date_text,liability_term,liability_term2,liability_interest_rate,liability_amount,dupe
w130016641,s,N00000528,13,A, ,"Quicken Loans Detroit, MI",Quicken Loans,,Y0000,,Mortgage,,",", ,2013,,3.25% (30),5,d
w130016642,s,N00000528,13,A, ,"Credit Union Mortgage Association Fairfax, VA",Credit Union Mortgage Assn,,Y0000,,Mortgage,,",", ,2000,,3.00% (30),2,d
I140016643,s,N00000528,14,A, ,"Congressional Federal Credit Union Washington, DC",Congressional Federal Credit Union,,Y0000,,Other (VISA CARD),,",", ,1991,,8.5% (Revolving),1,d
I140016644,s,N00000528,14,A, ,"U.S. Senate Federal Credit Union Washington, DC",US Senate Federal Credit Union,,Y0000,,Other (VISA CARD),,",", ,2006,,10.25% (Revolving),2,d
I140016645,s,N00000528,14,A, ,"Quicken Loans Detroit, MI",Quicken Loans,,Y0000,,Mortgage,,",", ,2013,,3.25% (30),5,d
I140016646,s,N00000528,14,A, ,"Credit Union Mortgage Association Fairfax, VA",Credit Union Mortgage Assn,,Y0000,,Mortgage,,",", ,2000,,3.00% (30),2,d
E150016647,s,N00009888,15,Y, ,"First Tennessee Bank Knoxville, Tennessee","First Tennessee Bank Knoxville, Tennessee",,Y0000,,Mortgage,,",", ,2013,,4.00% (20 Years),6,M
E150016648,s,N00009888,15,Y, ,"First Tennessee Knoxville, Tennessee","First Tennessee Knoxville, Tennessee",,Y0000,,Promissory Note,,",", ,2015,,4.00% (2 Years),5,
E150016649,s,N00009888,15,Y, ,"Bank of America Nashville, Tennessee","Bank of America Nashville, TN",,Y0000,,Mortgage,,",", ,2012,,3.25% (15 Years),8,M
E150016650,s,N00009888,15,Y, ,"Bank of America Nashville, Tennessee","Bank of America Nashville, TN",,Y0000,,Mortgage,,",", ,2011,,2.65% (5 Years),8,M
E150016651,s,N00009888,15,Y, ,"Bank of America Nashville, Tennessee","Bank of America Nashville, TN",,Y0000,,Mortgage,,",", ,2012,,3.25% (15 Years),8,M
E150016652,s,N00009888,15,Y, ,"First Tennessee Knoxville, Tennessee","First Tennessee Knoxville, Tennessee",,Y0000,,Mortgage,,",", ,2010,,3.5% (10 Years),5,M
E150016653,s,N00009888,15,Y, ,"Alexander Investment Company Walland, Tennessee",Alexander Investment Co,,Y0000,,Other (Note Payable),,",", ,2015,,3.00% (On Demand),8,
E150016654,s,N00009888,15,Y, ,"Alexander Investment Company Walland, Tennessee",Alexander Investment Co,,Y0000,,Other (Note Payable),,",", ,2015,,3.0% (On Demand),8,
E150016655,s,N00009888,15,Y, ,"First Tennessee Bank Knoxville, Tennessee","First Tennessee Bank Knoxville, Tennessee",,Y0000,,Promissory Note,,",", ,2013,,3.75% (2 years),5,
E150016656,s,N00004367,15,Y, ,"Johnson Bank Racine, Wisconsin",Johnson Bank,,Y0000,,Mortgage,,",", ,2010,,4% (15 years),4,M
E150016657,s,N00004367,15,Y, ,"First Savings Mortgage Corporation McLean, VA","First Savings Mortgage Corp McLean, VA",,Y0000,,Mortgage,,",", ,2014,,4.125% (30 years),5,M
E150016658,s,N00004367,15,Y, ,"JP Morgan Chase Mortgage Columbus, OH","JP Morgan Chase Mortgage Columbus, OH",,Y0000,,Mortgage,,",", ,2015,,4.125% (30 years),5,M
E150016659,s,N00006236,15,Y,J,"Wells Fargo Home Mortgage Des Moines, IA","Wells Fargo Home Mortgage Des Moines, IA",,Y0000,,Other (Mortgage-Refinance),,",", ,2013,,3% (10/1 Arm),6,d
E150016660,s,N00030608,15,Y,J,"Wells Fargo Washington, DC",Wells Fargo,,Y0000,,Mortgage,,",", ,2011,,4.75% (30 year fixed),5,M
E150016661,s,N00005195,15,Y,S,"UBS Financial Services White Plains, NY",UBS Financial Services,,Y0000,,Line of Credit,,",", ,2009,,3.75% (on demand),3,
E150016662,s,N00005195,15,Y,S,"Merrill Lynch Credit Jacksonville, Florida",Merrill Lynch Credit Corp,,Y0000,,Mortgage,,",", ,2011,,1.7-12% (25 years),6,
E150016663,s,N00005195,15,Y,J,"Empire Bank Springfield, MO","Empire Bank Springfield, MO",,Y0000,,Mortgage,,",", ,2013,,4.25% (30 years),4,M
E150016664,s,N00003535,15,Y,J,"Third Federal Savings & Loan Cleveland, Ohio",Third Federal Savings & Loan,,Y0000,,Mortgage,,",", ,2013,,2.44% (15 years),4,M
E150016665,s,N00003535,15,Y,J,"Franklin American Mortgage Company Ewing, NJ","Franklin American Mortgage Company Ewing, NJ",,Y0000,,Mortgage,,",", ,2014,,3.625% (15 years),4,M
E150016666,s,N00007836,15,Y, ,"US Bank St Paul, MN",US Bank,,Y0000,,Mortgage,,",", ,2009,,5.375% (30),5,M
E150016667,s,N00007836,15,Y, ,"US Bank St Paul, MN",US Bank,,Y0000,,Home Equity Line of Credit,,",", ,2003,,2.25% (15),3,M
E150016668,s,N00007836,15,Y, ,"US Bank St Paul , MN",US Bank,,Y0000,,Home Equity Line of Credit,,",", ,2006,,4.25% (25),2,M
A160017066,s,N00009573,16,Y,J,"Citi Mortgage Sioux Falls, SD",Citi Mortgage,,Y0000,,Mortgage,,",", ,2007,,4.5% (30 yr. fixed),4,M
A160017067,s,N00009573,16,Y,J,"Bank of America Simi Valley, CA",Bank of America,,Y0000,,Mortgage,,",", ,2005,,4.875% (30 yr. fixed),5,M
A160017068,s,N00029016,16,Y,J,"Wells Fargo Bank Minneapolis, MN",Wells Fargo Bank,,Y0000,,Mortgage,,",", ,2015,,3.25% (15 Years),5,M
A160017069,s,N00029016,16,Y,J,"Wells Fargo Bank Minneapolis, MN",Wells Fargo Bank,,Y0000,,Other (Secured Line of Credit),,",", ,2013,,LIBOR+3% (N/A),3,
A160017070,s,N00009975,16,Y, ,"Wells Fargo Washington, DC",Wells Fargo,,Y0000,,Mortgage,,",", ,2012,,3.625% (30 years),4,M
A160017071,s,N00009975,16,Y, ,"First Citizens Seneca, SC",First Citizens,,Y0000,,Mortgage,,",", ,2012,,3.74% (72 months),1,M
A160017072,s,N00036915,16,Y,S,"City National Bank Los Angeles, California",City National Bank,,Y0000,,Other (Unsecured loan),,",", ,2014,,3.5% (5 years),4,
A160017073,s,N00036915,16,Y,S,"City National Bank Los Angeles, California",City National Bank,,Y0000,,Line of Credit,,",", ,2014,,3.5% (1 year),4,
A160017074,s,N00036915,16,Y, ,"Wells Fargo Los Angeles, California",Wells Fargo,,Y0000,,Mortgage,,",", ,2013,,3.75% (30 years),4,m
A160017075,s,N00036915,16,Y, ,"Wells Fargo Los Angeles, California",Wells Fargo,,Y0000,,Home Equity Line of Credit,,",", ,2013,,4.75% (20 years),2,m
A160017076,s,N00036915,16,Y,S,"Wells Fargo Los Angeles, California",Wells Fargo,,Y0000,,Mortgage,,",", ,2016,,2.625% (30 years),7,m
A160017077,s,N00036915,16,Y,S,"Wells Fargo Los Angeles, California",Wells Fargo,,Y0000,,Home Equity Line of Credit,,",", ,2015,,4.50% (20 years),4,m
A160017078,s,N00036915,16,Y,S,"Wells Fargo Los Angeles, California",Wells Fargo,,Y0000,,Home Equity Line of Credit,,",", ,2016,,4.25% (30 years),5,m
A160017079,s,N00029835,16,Y,J,"U.S. Bank Albuquerque, NM",US Bank,,Y0000,,Mortgage,,",", ,2010,,4.625% (30 Years),4,M
A160017080,s,N00029835,16,Y,J,"Congressional Federal Credit Union Washington, DC",Congressional Federal Credit Union,,Y0000,,Mortgage,,",", ,2013,,2.75% (30 Years),5,M
A160017081,s,N00033782,16,Y, ,"Wells Fargo Bismarck, ND",Wells Fargo,,Y0000,,Mortgage,,",", ,2013,,2.625% (15 Years),6,m
A160017082,s,N00027522,16,Y,J,"Bill E. & Sharon Carlson Trust Washoe Valley, Nevada",Bill E & Sharon Carlson Trust Washoe Valley/NV,,Y0000,,Mortgage,,",", ,2010,,4% (10 Years),6,M
A160017083,s,N00027522,16,Y,J,"Bill E. & Sharon Carlson Trust Washoe Valley, Nevada",Bill E & Sharon Carlson Trust Washoe Valley/NV,,Y0000,,Mortgage,,",", ,2013,,4% (10 Years),6,M
A160017084,s,N00028139,16,Y,J,"TERRITORIAL SAVINGS HONOLULU, HAWAII","TERRITORIAL SAVINGS HONOLULU, HI",,Y0000,,Mortgage,,",", ,2003,,5.25% (15 YEARS),2,
A160017085,s,N00028139,16,Y,J,"TERRITORIAL SAVINGS HONOLULU, HAWAII","TERRITORIAL SAVINGS HONOLULU, HI",,Y0000,,Mortgage,,",", ,2011,,4% (30 YEARS),6,
A160017086,s,N00028139,16,Y,J,"CALIBER HOME LOANS EWING, NJ","CALIBER HOME LOANS EWING, NJ",,Y0000,,Mortgage,,",", ,2013,,3.50% (30 YEARS),5,
A160017087,s,N00027605,16,Y,J,"J.P. Morgan Chase Washington, DC",JPMorgan Chase & Co,,Y0000,,Mortgage,,",", ,2013,,3.875% (Thirty years),5,M
A160017088,s,N00004572,16,Y,J,"PNC Dayton, Ohio",PNC,,Y0000,,Mortgage,,",", ,2012,,3.375% (15 years),4,M
A160017089,s,N00035492,16,Y,J,"Wells Fargo Cornelius, NC","Wells Fargo Cornelius, NC",,Y0000,,Home Equity Line of Credit,,",", ,2005,,2.75% (30 years),5,d
A160017090,s,N00033177,16,Y,J,"Wells Fargo San Francisco, CA",Wells Fargo,,Y0000,,Mortgage,,",", ,2011,,4% (15 years),3,m
A160017091,s,N00026823,16,C,J,"Wells Fargo San Francisco, California","Wells Fargo San Francisco, California",,Y0000,,Mortgage,,",", ,2011,,3.375% (15 years),4,M
A160017092,s,N00034580,16,Y,J,"TD BANK, NA LEWISTON, ME",TD Bank USA,,Y0000,,Mortgage,,",", ,2011,,3.50% (15 YRS),4,m
A160017093,s,N00034580,16,Y,J,"JP MORGAN CHASE BANK, NA COLUMBUS, OH",JPMorgan Chase & Co,,Y0000,,Mortgage,,",", ,1995,,3-3.25% (30 YRS),4,m
A160017094,s,N00034580,16,Y,D,"AMERICAN UNIVERSITY WASHINGTON, DC",American University,,Y0000,,Other (TUITION PAYMENTS),,",", ,2015,,N/A% (TIMELY PD IN FULL),2,
A160017095,s,N00031129,16,Y,J,"US Bank Minneapolis, MN","US Bank Minneapolis, MN",,Y0000,,Mortgage,,",", ,2013,,3.625% (30 Year),4,m
A160017096,s,N00031129,16,Y,J,"Bank of the West San Fransisco, CA","Bank of the West San Fransisco, CA",,Y0000,,Other (Car Loan),,",", ,2013,,2.5% (5 Years),1,
A160017097,s,N00031129,16,Y,J,"MidFirst Bank Oklahoma City, OK","MidFirst Bank Oklahoma City, OK",,Y0000,,Other (Car Loan),,",", ,2015,,2.9% (60 Month),1,
E150016669,s,N00007836,15,Y, ,"US Bank St Paul, MN",US Bank,,Y0000,,Revolving Charge,,",", ,2010,,9.99% (on demand),2,
E150016670,s,N00009771,15,Y,J,"Wells Fargo Des Moines, IA",Wells Fargo,,Y0000,,Mortgage,,",", ,2011,,4.375% (30 years),5,d
E150016671,s,N00009771,15,Y,J,"Wells Fargo Des Moines, IA",Wells Fargo,,Y0000,,Mortgage,,",", ,2011,,4.25% (30 years),5,d
E150016672,s,N00009771,15,Y,J,"United Bank Charleston, WV",United Bank,,Y0000,,Mortgage,,",", ,2014,,4.35% (5 Years),4,d
E150016673,s,N00009771,15,Y,J,"Wells Fargo Des Moines, IA",Wells Fargo,,Y0000,,Home Equity Line of Credit,,",", ,2011,,3.99-4.24% (demand),4,d
E150016674,s,N00009771,15,Y,J,"United Bank Charleston, WV",United Bank,,Y0000,,Line of Credit,,",", ,2008,,4% (demand),3,d
E150016675,s,N00009771,15,Y,S,"Wells Fargo Charleston, WV","Wells Fargo Charleston, WV",,Y0000,,Other (Margin loan),,",", ,2011,,8% (margin),4,d
E150016676,s,N00009771,15,Y, ,"Thrift Savings Plan St. Louis, MO","Thrift Savings Plan St. Louis, MO",,Y0000,,Other (TSP loan),,",", ,2013,,2.375% (5 years),2,d
E150016677,s,N00009771,15,Y,S,"Wells Fargo 401(k) Plan Trustee Charlotte, NC","Wells Fargo 401k Plan Trustee Charlotte, NC",,Y0000,,Other (401(k) loan),,",", ,2014,,5.25% (5 years),2,d
E150016678,s,N00009771,15,Y,S,"Barclaycard Wilmington, DE","Barclaycard Wilmington, DE",,Y0000,,Revolving Charge,,",", ,2008,,14.49% (NA),1,d
E150016679,s,N00012508,15,Y,J,"Citizens Bank Wilmington, Delaware",Citizens Bank,,Y0000,,Mortgage,,",", ,2009,,4.5% (15 years),4,M
I140016680,s,N00012508,14,A,J,"Citizens Bank Wilmington, Delaware",Citizens Bank,,Y0000,,Mortgage,,",", ,2009,,4.5% (15 years),4,
E150016681,s,N00027503,15,Y,J,"First National Community Bank Dumore, Pennsylvania",First National Community Bank Dunmore,,Y0000,,Mortgage,,",", ,2008,,4.250% (30 years),3,M
E150016682,s,N00027503,15,Y,J,"First National Community Bank Dumore, Pennsylvania",First National Community Bank Dunmore,,Y0000,,Home Equity Line of Credit,,",", ,2008,,5% (20 years),2,M
I140016683,s,N00000528,14,A, ,"Quicken Loans Detroit, MI",Quicken Loans,,Y0000,,Mortgage,,",", ,2013,,3.25% (30),5,d
E150016684,s,N00027503,15,Y,J,"Wayne Bank Honesdale, Pennsylvania","Wayne Bank Honesdale, PA",,Y0000,,Mortgage,,",", ,2014,,4.5% (comes due 11/17/2026),2,M
E150016685,s,N00000491,15,Y, ,"Wells Fargo San Francisco, CA",Wells Fargo,,Y0000,,Mortgage,,",", ,2012,,3.125% (7/1 ARM),5,d
E150016686,s,N00031820,15,Y,J,"PNC Bank Wilmington, DE",PNC Bank Corp,,Y0000,,Mortgage,,",", ,2011,,5.14% (30 years),6,m
E150016687,s,N00031820,15,Y,J,"WSFS Bank Wilmington, DE",WSFS Bank,,Y0000,,Line of Credit,,",", ,2010,,4.5% (On Demand),3,
E150016688,s,N00031820,15,Y,J,"Anthony W. and Dorothy A. Lingenfelter Sun City West, AZ",Anthony W. & Dorothy A. Lingenfelter Sun City We,,Y0000,,Mortgage,,",", ,2015,,4.0% (5 years),5,m
E150016689,s,N00024852,15,Y,J,"Wells Fargo Des Moines, IA",Wells Fargo,,Y0000,,Mortgage,,",", ,2010,,4.375% (30),5,M
E150016690,s,N00024852,15,Y,J,"Wells Fargo Des Moines, IA",Wells Fargo,,Y0000,,Mortgage,,",", ,2012,,3% (15),5,M
E150016691,s,N00024852,15,Y, ,"Citibank Sioux Falls, SC",Citibank,,Y0000,,Revolving Charge,,",", ,2014,,16.99% (On Demand),2,
E150016692,s,N00006267,15,A,J,"Wells Fargo Idaho Falls, Idaho","Wells Fargo Idaho Falls, Idaho",,Y0000,,Mortgage,,",", ,2015,,3.125% (15 years),5,M
E150016693,s,N00006267,15,A,J,"Everhome Mortgage Jacksonville, FL",EverHome Mortgage,,Y0000,,Mortgage,,",", ,2009,,5.375% (30 years),5,M
E150016694,s,N00006267,15,Y,J,"Wells Fargo Idaho Falls, Idaho","Wells Fargo Idaho Falls, Idaho",,Y0000,,Mortgage,,",", ,2015,,3.125% (15 years),5,d
E150016695,s,N00006267,15,Y,J,"Everhome Mortgage Jacksonville, FL",EverHome Mortgage,,Y0000,,Mortgage,,",", ,2009,,5.375% (30 years),5,d
E150016696,s,N00033054,15,Y,J,"Yellowstone Bank Bozeman, MT","Yellowstone Bank Bozeman, MT",,Y0000,,Mortgage,,",", ,2012,,4% (30 yrs),5,m
I140016697,s,N00026586,14,A,J,"Notre Dame Credit Union Notre Dame, IN","Notre Dame Credit Union Notre Dame, IN",,Y0000,,Other (Personal Loan),,",", ,2012,,12% (4 years),2,
I140016698,s,N00026586,14,A, ,"Chase Mortgage Michigan City, IN","Chase Mortgage Michigan City, IN",,Y0000,,Mortgage,,",", ,2012,,3.875% (20 years),5,
E150016699,s,N00026586,15,A,J,"Notre Dame Credit Union Notre Dame, IN","Notre Dame Credit Union Notre Dame, IN",,Y0000,,Other (Personal Loan),,",", ,2012,,12% (4 years),2,
E150016700,s,N00026586,15,A, ,"Chase Mortgage Michigan City, IN","Chase Mortgage Michigan City, IN",,Y0000,,Mortgage,,",", ,2012,,3.875% (20 years),5,
A160017098,s,N00009918,16,Y,J,"Wells Fargo Washington, DC",Wells Fargo,,Y0000,,Mortgage,,",", ,2012,,3.62% (30),6,M
A160017099,s,N00031696,16,Y, ,"UHEAA Salt Lake City, UT","UHEAA Salt Lake City, UT",,Y0000,,Educational Loan,,",", ,1997,,4.875% (20 years),1,
A160017100,s,N00006424,16,Y,S,"American Express Los Angeles, CA","American Express Los Angeles, CA",,Y0000,,Revolving Charge,,",", ,2016,,0% (NA),2,
A160017101,s,N00006424,16,Y,S,"John Sidney McCain IV Irrevocable Trust Dated 11/03/2004 Phoenix, Arizona",John Sidney McCain IV Irrevocable Trust,,Y0000,,Promissory Note,,",", ,2016,,1.22% (3 Years 5 Months),8,
A160017102,s,N00006424,16,Y,S,"Bridget Leela McCain Irrevocable Trust Dated 08/01/2013 Phoenix, Arizona",Bridget Leela McCain Irrevocable Trust Dated,,Y0000,,Promissory Note,,",", ,2016,,1.22% (4 Years 10 Months),6,
Z150064285,H,N00026710,15,Y, ,North Dallas Bank,North Dallas Bank,,Y0000,,Line of Credit,,",", ,12-Sep,,,E ,
Z150064286,H,N00026710,15,Y, ,Lone Star Land Bank,Lone Star Land Bank,,Y0000,,Land Mortgages,,",", ,2003/2009,,,H ,M
Z150064287,H,N00026710,15,Y,J,Legacy Texas Bank,Legacy Texas Bank,,Y0000,,Home Equity LOC,,",", ,2012,,,B ,M
Z150064288,H,N00009724,15,Y, ,,,,Y0000,,,,",", ,2011,,,D ,
Z150064289,H,N00035440,15,Y, ,Klein Bank,Klein Bank,,Y0000,,Mortgage of Prime Residence,"Big Lake, MN",",", ,May-07,,,D ,m
Z150064290,H,N00035440,15,Y, ,Bank of Maple Plain MN,Bank of Maple Plain MN,,Y0000,,Note,"Maple Plain, MN",",", ,Jun-13,,,D ,
Z150064291,H,N00009724,15,Y, ,,,,Y0000,,,,",", ,2011,,,D ,
Z150064292,H,N00009724,15,Y, ,,,,Y0000,,,,",", ,2011,,,D ,
Z150064293,H,N00009724,15,Y, ,,,,Y0000,,,,",", ,2011,,,D ,
Z150064294,H,N00009724,15,Y, ,,,,Y0000,,,,",", ,2013,,,C ,
Z150064295,H,N00009724,15,Y, ,,,,Y0000,,,,",", ,2014,,,C ,
Z150064296,H,N00009724,15,Y, ,,,,Y0000,,,,",", ,2009,,,C ,
Z150064297,H,N00009724,15,Y, ,,,,Y0000,,,,",", ,2009,,,C ,
Z150064298,H,N00009724,15,Y, ,,,,Y0000,,,,",", ,2009,,,D ,
Z150064299,H,N00009724,15,Y, ,,,,Y0000,,,,",", ,2009,,,D ,
Z150064300,H,N00002073,15,T, ,Wells Fargo Mortgage Co,Wells Fargo Home Mortgage,,Y0000,,Mortgage on Personal Residence,,",", ,Jun-12,,,  ,M
Z150064301,H,N00002073,15,T, ,Bank of America,Bank of America,,Y0000,,Home Equity Loan,,",", ,Apr-14,,,  ,M
Z150064302,H,N00035717,15,Y, ,Wells Fargo Bank - closed May 2015,Wells Fargo Bank - closed May 2015,,Y0000,,Mortgage Personal Residence,,",", ,May-13,,,F ,m
Z150064303,H,N00035717,15,Y, ,Suntrust Bank Bank - closed May 2015,Suntrust Bank Bank - closed May 2015,,Y0000,,Mortgage Personal Residence,,",", ,May-07,,,C ,m
Z150064304,H,N00035717,15,Y, ,Suntrust Bank - closed December 2015,Suntrust Bank - closed December 2015,,Y0000,,Mortgage Personal Residence,,",", ,Oct-05,,,E ,m
Z150064305,H,N00035717,15,Y, ,Suntrust Bank - closed December 2015,Suntrust Bank - closed December 2015,,Y0000,,Mortgage Personal Residence,,",", ,Oct-05,,,B ,m
Z150064306,H,N00035717,15,Y, ,Suntrust Bank,Suntrust Bank,,Y0000,,Mortgage Personal Residence,,",", ,Dec-15,,,E ,m
Z150064307,H,N00035717,15,Y, ,Everbank,Everbank,,Y0000,,Mortgage Personal Residence,,",", ,Jun-15,,,F ,m
Z150064308,H,N00013820,15,Y, ,JP Morgan Chase,JPMorgan Chase & Co,,Y0000,,Mortgage Personal Residence,,",", ,11-Nov,,,E ,M
Z150064309,H,N00031141,15,Y,j,Gates Banking,Gates Banking,,Y0000,,Mortgage on Personal Residence,"Halls, TN",",", ,Nov-02,,,C ,M
Z150064310,H,N00031141,15,Y, ,National Capital Bank of Washington,National Capital Bank of Washington,,Y0000,,Mortgage on Personal Residence,"Washington, DC",",", ,Nov-12,,,E ,M
Z150064311,H,N00029258,15,Y, ,,,,Y0000,,,,",", ,Jul-09,,,B ,
Z150064312,H,N00029258,15,Y, ,,,,Y0000,,,,",", ,,,,F ,
Z150064313,H,N00035523,15,Y, ,,First Niagara Bank,,Y0000,,Business loan to EMS DC Properties (Personally Liable),,",", ,Aug-10,,,D ,
Z150064314,H,N00035509,15,Y, ,,,,Y0000,,,,",", ,Nov-11,,,E ,
Z150064315,H,N00030581,15,Y,J,Congressional Federal Credit Union,Congressional Federal Credit Union,,Y0000,,Revolving Charge Account,,",", ,Dec-11,,,B ,
Z130410337,S,N00024790,13,A,S,Citizen's Bank,Citizens Bank,,F1100,Hvr08,Mortgage,"Manchester, NH",",", ,2008,10 yrs,4.50%,6,
Z130410338,S,N00024790,13,A,S,Citizen's Bank,Citizens Bank,,F1100,Hvr08,Mortgage,"Manchester, NH",",", ,2008,10 yrs,4.50%,6,
D130007676,E,N99999888,13,Y, ,Roundpoint Mortgage,Roundpoint Mortgage,,Y0000,,Mortgage on primary residence,"Charlotte, NC",",", ,12,20 yrs,3 1/8,5,
D130007702,E,N99999889,13,Y, ,Sallie Mae,Sallie Mae,,Y0000,,Student Loan,"Wilkes Barre, PA",",", ,8,10 years,4.75,2,
D130007703,E,N99999889,13,Y, ,Guaranteed Mortgage,Guaranteed Mortgage,,Y0000,,mortgage on personal residence,"Chicago, IL",",", ,12,15 years,2.65,5,
D130007768,E,N99999890,13,Y, ,Capmark,Capmark,,Y0000,,mortgage on commercial rental property in CO (share 50% ownership),,",", ,4,10 yrs,5.77,8,
D130007769,E,N99999890,13,Y, ,Morgan Stanley,Morgan Stanley,,F2300,PAC,mortgage on rented personal residence,,",", ,12,7 yrs,2.62,8,
D130007770,E,N99999890,13,Y, ,Citigroup (zero balance as of 08/09/13),Citigroup,,Y0000,,leverage on employee fund investments,,",", ,0,life of funds,3-5.,6,
D130007784,E,N99999891,13,Y, ,Wells Fargo,Wells Fargo,,F1100,PAC,Mortgage on personal residence,"Charlotte, NC",",", ,3,May-18,4.87,4,
D130007785,E,N99999891,13,Y, ,Bank of America,Bank of America,,Y0000,,Mortgage on personal residence,"Charlotte, NC",",", ,8,Jun-18,,4,
D130007910,H,N00031672,13,A, ,1987 Morgan Trust,1987 Morgan Trust,,Y0000,,Cash loan from family trust,,",", ,,,,C ,
D130007948,S,N00000528,13,A, ,Congressional Federal Credit Union,Congressional Federal Credit Union,,F1300,Name,(Visa Card),"Washington, DC",",", ,91,(Revolving),8.5,1,d
D130007949,S,N00000528,13,A, ,U.S. Senate Federal Credit Union,US Senate Federal Credit Union Accounts,,Y0000,,(Visa Card),"Washington, DC",",", ,6,(Revolving),10.2,2,d
D130008499,S,N00009922,13,A,J,Wells Fargo,Wells Fargo,,F1100,PAC,Line of Credit,"Las Vegas, NV",",", ,12,,,4,
D130008513,S,N00012539,13,A, ,Chase,Chase,,Y0000,,Mortgage,"New York, NY",",", ,10,30 years,4.37,5,m
D130008514,S,N00012539,13,A, ,North Shore Community Bank,North Shore Community Bank,,Y0000,,Mortgage,"Wilmette, IL",",", ,11,30 years,5,5,m
D130008645,S,N00030836,13,A, ,Wells Fargo,Wells Fargo,,F1100,PAC,Mortgage,"Des Moines, IA",",", ,11,15 years,3.37,4,m
D130008697,S,N00035187,13,A, ,First National Bank,First National Bank,,F1100,WebJC,Line of Credit,"Pierre, SD",",", ,12,1 year,4.5,4,
D130008757,S,N00035483,13,A, ,US Bank,US Bancorp,,F1100,PAC,(Loan),"Red Oak, IA",",", ,12,(10 years),5,2,
D130008922,S,N00035492,13,A,J,Aquesta Bank,Aquesta Bank,,Y0000,,(Commercial loan - Rental Property),"Cornelius, NC",",", ,12,5 years,5.12,2,d
D130008923,S,N00035492,13,A,J,Aquesta Bank,Aquesta Bank,,Y0000,,(Commercial loan - Rental Property),"Cornelius, NC",",", ,12,5 years,5.12,2,
D130008924,S,N00035492,13,A,J,Wells Fargo,Wells Fargo,,F1100,PAC,Home Equity Line of Credit,"Cornelius, NC",",", ,5,30 years,2.75,4,d
D130008925,S,N00035492,13,A,J,Wells Fargo,Wells Fargo,,F1100,PAC,Mortgage,"Cornelius, NC",",", ,5,30 years,2.75,5,d
D130009194,S,N00035516,13,A,J,Goldman Sachs Wealth Management,Goldman Sachs Wealth Management,,F2600,Name,(Margin Loan),"New York, NY",",", ,12,(Traditional Margin),5 va,5,d
D130009285,S,N00035544,13,A,J,First National Bank,First National Bank,,F1100,WebJC,Mortgage,"Omaha, NE",",", ,13,(10 years),2.99,5,m
D130009388,S,N00035774,13,A,J,Wells Fargo Bank,Wells Fargo,,F1100,PAC,Mortgage,"Anchorage, AK",",", ,11,(30 years),4.25,3,
Z160004001,E,N99999878,16,N, ,Citi,Citigroup Inc,,Y0000,,Credit Card,,",", ,2016,Revolving,15.49%,2,
Z160004002,E,N99999878,16,N, ,Dune Real Estate Partners,Dune Real Estate Partners,,Y0000,,Capital Call,,",", ,2005,On demand,,4,
Z160004003,E,N99999878,16,N, ,Citibank (no longer outstanding),Citibank,,Y0000,,Personal Loan,,",", ,2014,30 years,"2% until 2017, then LIBOR + 2.375%,",9,
Z160004004,E,N00031412,16,N, ,Southern First Bank,Southern First Bank,,Y0000,,Campaign Debt,,",", ,2014,,4,3,
Z160004005,E,N00031412,16,N, ,Suntrust Mortgage,SunTrust Mortgage,,Y0000,,Mortgage on Personal,,,,,,,,
Z160004006,E,N00031412,16,N, ,Indian Land Ventures LLC,Indian Land Ventures LLC,,Y0000,,Mortgage,,,,,,,,
Z160004007,E,N00031412,16,N, ,Southern First Bank,Southern First Bank,,Y0000,,Loan to Purchase Mortgage,,",", ,2016,,4,8,m
A100084338,H,N00000078,10,Y, ,Alma Bank,Alma Bank,,Y0000,,Mortgage,"New York, NY",",", ,,,,F ,
